STATE,COUNTY,STNAME,CTYNAME,AGEGRP,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
42,29,Pennsylvania,Chester County,60-64,15644,16134,887,880,38,26,364,455,8,7,584,488
42,29,Pennsylvania,Chester County,65-69,12258,13409,666,682,25,17,277,441,0,4,343,329
42,29,Pennsylvania,Chester County,70-74,9406,10601,447,527,11,22,242,306,1,1,215,245
42,29,Pennsylvania,Chester County,75-79,6114,7547,298,396,15,21,207,195,1,1,134,168
42,29,Pennsylvania,Chester County,80-84,3768,5080,169,281,7,8,119,119,0,0,97,87
42,29,Pennsylvania,Chester County,85,3842,6833,154,309,5,7,86,77,0,2,81,84
42,31,Pennsylvania,Clarion County,0-4,1016,886,16,14,5,4,5,8,0,0,13,19
42,31,Pennsylvania,Clarion County,5-9,935,913,15,16,8,3,4,4,0,0,30,21
42,31,Pennsylvania,Clarion County,10-14,972,960,9,5,2,1,10,8,2,0,15,11
42,31,Pennsylvania,Clarion County,15-19,1299,1466,64,80,1,3,12,12,1,0,17,23
42,31,Pennsylvania,Clarion County,20-24,1554,1658,50,44,5,4,31,43,1,0,22,16
42,31,Pennsylvania,Clarion County,25-29,1185,1185,34,8,6,1,9,7,1,1,21,13
42,31,Pennsylvania,Clarion County,30-34,1042,936,17,9,3,1,7,8,0,0,15,16
42,31,Pennsylvania,Clarion County,35-39,963,982,14,11,1,2,6,19,0,1,11,8
42,31,Pennsylvania,Clarion County,40-44,898,930,5,6,0,2,4,14,0,0,10,9
42,31,Pennsylvania,Clarion County,45-49,1117,1165,16,4,3,1,5,8,0,0,9,9
42,31,Pennsylvania,Clarion County,50-54,1235,1216,19,8,1,7,2,6,0,0,8,11
42,31,Pennsylvania,Clarion County,55-59,1371,1314,14,10,5,1,1,7,1,0,9,8
42,31,Pennsylvania,Clarion County,60-64,1331,1431,6,1,3,4,4,2,1,1,4,2
42,31,Pennsylvania,Clarion County,65-69,1182,1216,7,1,1,3,1,7,0,0,7,6
42,31,Pennsylvania,Clarion County,70-74,826,912,1,4,4,2,4,9,0,0,3,5
42,31,Pennsylvania,Clarion County,75-79,625,769,0,1,3,3,2,8,0,0,0,1
42,31,Pennsylvania,Clarion County,80-84,436,581,0,1,1,0,0,0,0,0,3,1
42,31,Pennsylvania,Clarion County,85,350,600,4,2,0,1,3,3,0,0,1,3
42,33,Pennsylvania,Clearfield County,0-4,1869,1674,12,18,3,8,10,11,0,0,35,17
42,33,Pennsylvania,Clearfield County,5-9,1877,1801,15,14,1,6,9,10,0,1,49,39
42,33,Pennsylvania,Clearfield County,10-14,2112,2062,13,11,8,7,10,9,1,0,34,45
42,33,Pennsylvania,Clearfield County,15-19,2099,1842,35,14,6,3,13,13,0,1,41,31
42,33,Pennsylvania,Clearfield County,20-24,2307,1851,439,25,5,2,21,14,0,0,156,30
42,33,Pennsylvania,Clearfield County,25-29,2539,2052,355,17,11,4,39,18,0,0,273,18
42,33,Pennsylvania,Clearfield County,30-34,2316,1818,293,15,9,1,32,12,0,0,308,22
42,33,Pennsylvania,Clearfield County,35-39,2305,1985,266,11,23,5,43,20,0,0,298,22
42,33,Pennsylvania,Clearfield County,40-44,2336,2094,202,10,14,2,28,13,0,0,263,35
42,33,Pennsylvania,Clearfield County,45-49,2831,2460,216,12,3,7,17,28,1,2,247,26
42,33,Pennsylvania,Clearfield County,50-54,2897,2643,157,7,5,3,16,18,1,1,121,18
42,33,Pennsylvania,Clearfield County,55-59,3070,2898,88,9,7,5,12,14,0,0,84,16
42,33,Pennsylvania,Clearfield County,60-64,2911,2864,24,7,3,7,15,12,0,1,68,12
42,33,Pennsylvania,Clearfield County,65-69,2416,2488,8,5,2,4,11,16,0,1,33,6
42,33,Pennsylvania,Clearfield County,70-74,1917,2028,7,7,5,1,2,4,2,0,8,4
42,33,Pennsylvania,Clearfield County,75-79,1323,1647,7,4,1,1,5,3,0,1,5,6
42,33,Pennsylvania,Clearfield County,80-84,876,1180,1,4,0,0,0,3,0,0,1,3
42,33,Pennsylvania,Clearfield County,85,743,1490,1,0,1,1,0,6,3,1,10,4
42,35,Pennsylvania,Clinton County,0-4,1012,928,17,16,3,2,7,9,0,0,22,23
42,35,Pennsylvania,Clinton County,5-9,1033,1006,14,9,1,5,3,4,3,0,29,24
42,35,Pennsylvania,Clinton County,10-14,1125,1053,10,15,1,2,1,6,0,2,30,29
42,35,Pennsylvania,Clinton County,15-19,1312,1422,53,66,1,1,9,10,2,2,46,28
42,35,Pennsylvania,Clinton County,20-24,1734,2037,55,68,3,4,16,41,2,1,31,36
42,35,Pennsylvania,Clinton County,25-29,1257,965,44,17,2,2,14,13,1,0,33,13
42,35,Pennsylvania,Clinton County,30-34,961,898,46,14,3,1,9,13,2,0,37,15
42,35,Pennsylvania,Clinton County,35-39,950,983,28,8,4,3,13,7,2,1,27,27
42,35,Pennsylvania,Clinton County,40-44,939,959,24,4,1,3,4,10,1,0,27,15
42,35,Pennsylvania,Clinton County,45-49,1094,1095,16,2,2,3,12,8,1,0,15,13
42,35,Pennsylvania,Clinton County,50-54,1113,1100,23,6,2,2,6,5,0,1,14,9
42,35,Pennsylvania,Clinton County,55-59,1284,1306,15,6,0,3,12,11,1,0,10,9
42,35,Pennsylvania,Clinton County,60-64,1222,1346,13,5,3,0,6,7,0,0,4,5
42,35,Pennsylvania,Clinton County,65-69,1039,1097,11,3,0,5,4,7,1,1,1,9
42,35,Pennsylvania,Clinton County,70-74,842,920,0,2,3,1,2,5,0,0,4,8
42,35,Pennsylvania,Clinton County,75-79,617,725,0,1,1,0,3,7,0,0,2,2
42,35,Pennsylvania,Clinton County,80-84,407,560,0,1,1,0,3,3,0,0,2,2
42,35,Pennsylvania,Clinton County,85,346,577,1,1,0,0,0,1,0,0,3,3
42,37,Pennsylvania,Columbia County,0-4,1383,1337,40,38,1,14,22,24,2,2,91,92
42,37,Pennsylvania,Columbia County,5-9,1449,1437,36,35,3,6,28,13,2,0,89,74
42,37,Pennsylvania,Columbia County,10-14,1626,1643,26,43,4,8,16,13,0,1,97,74
42,37,Pennsylvania,Columbia County,15-19,2234,2540,106,172,8,6,29,38,3,3,98,117
42,37,Pennsylvania,Columbia County,20-24,2902,3400,148,176,6,4,59,29,1,15,131,167
42,37,Pennsylvania,Columbia County,25-29,1842,1599,82,40,9,3,35,36,3,0,71,54
42,37,Pennsylvania,Columbia County,30-34,1586,1563,41,36,8,5,36,37,0,0,65,62
42,37,Pennsylvania,Columbia County,35-39,1627,1649,40,25,6,3,34,28,0,2,72,65
42,37,Pennsylvania,Columbia County,40-44,1600,1602,31,19,3,1,20,24,0,0,50,49
42,37,Pennsylvania,Columbia County,45-49,1908,1856,39,15,5,6,21,30,1,0,53,38
42,37,Pennsylvania,Columbia County,50-54,2025,2016,25,24,6,4,15,21,0,2,39,33
42,37,Pennsylvania,Columbia County,55-59,2179,2290,19,14,5,1,11,22,0,1,26,27
42,37,Pennsylvania,Columbia County,60-64,2157,2379,12,10,7,5,17,31,0,1,25,18
42,37,Pennsylvania,Columbia County,65-69,1911,1980,13,9,4,3,15,23,0,0,9,16
42,37,Pennsylvania,Columbia County,70-74,1434,1782,6,9,1,1,6,3,0,0,12,17
42,37,Pennsylvania,Columbia County,75-79,961,1240,2,5,3,1,6,7,0,0,6,11
42,37,Pennsylvania,Columbia County,80-84,601,935,3,6,0,1,6,5,0,0,3,3
42,37,Pennsylvania,Columbia County,85,606,1129,1,1,0,1,1,3,0,0,8,10
42,39,Pennsylvania,Crawford County,0-4,2128,2117,60,66,4,9,11,9,2,2,71,64
42,39,Pennsylvania,Crawford County,5-9,2301,2079,38,35,5,7,13,7,1,0,58,59
42,39,Pennsylvania,Crawford County,10-14,2492,2283,56,47,5,7,12,9,0,2,61,58
42,39,Pennsylvania,Crawford County,15-19,2666,2660,94,82,10,6,38,37,0,2,65,75
42,39,Pennsylvania,Crawford County,20-24,2498,2416,62,93,7,5,33,26,0,0,46,53
42,39,Pennsylvania,Crawford County,25-29,2261,2345,62,82,4,2,14,18,0,3,42,43
42,39,Pennsylvania,Crawford County,30-34,2152,2133,46,85,9,7,4,15,0,2,41,51
42,39,Pennsylvania,Crawford County,35-39,2196,2247,33,94,0,11,13,25,1,0,21,63
42,39,Pennsylvania,Crawford County,40-44,2072,2151,37,86,3,6,6,23,0,0,21,40
42,39,Pennsylvania,Crawford County,45-49,2457,2678,27,89,4,3,9,30,0,0,20,28
42,39,Pennsylvania,Crawford County,50-54,2785,2772,39,59,8,8,5,32,0,1,29,21
42,39,Pennsylvania,Crawford County,55-59,2951,3206,37,43,9,9,14,32,3,3,20,13
42,39,Pennsylvania,Crawford County,60-64,3094,3187,48,34,12,6,9,17,1,0,23,14
42,39,Pennsylvania,Crawford County,65-69,2752,2853,29,30,9,2,12,13,0,1,6,15
42,39,Pennsylvania,Crawford County,70-74,2169,2378,21,14,3,2,3,21,1,1,8,10
42,39,Pennsylvania,Crawford County,75-79,1509,1665,12,9,7,1,8,10,1,0,4,5
42,39,Pennsylvania,Crawford County,80-84,882,1066,11,9,2,0,2,2,0,0,4,3
42,39,Pennsylvania,Crawford County,85,703,1197,6,12,2,8,3,2,0,0,3,5
42,41,Pennsylvania,Cumberland County,0-4,5732,5453,463,407,21,20,382,369,7,6,460,377
42,41,Pennsylvania,Cumberland County,5-9,5924,5583,435,430,17,22,410,397,5,6,491,501
42,41,Pennsylvania,Cumberland County,10-14,6246,6002,381,366,15,15,433,381,5,5,478,469
42,41,Pennsylvania,Cumberland County,15-19,7048,7115,439,426,11,23,352,391,7,6,506,475
42,41,Pennsylvania,Cumberland County,20-24,6825,6874,774,427,26,19,344,411,5,7,507,421
42,41,Pennsylvania,Cumberland County,25-29,6968,6605,793,435,28,20,554,427,6,6,533,442
42,41,Pennsylvania,Cumberland County,30-34,7301,6796,688,400,20,20,698,578,9,4,567,418
42,41,Pennsylvania,Cumberland County,35-39,6838,6657,623,310,22,18,681,592,4,4,492,397
42,41,Pennsylvania,Cumberland County,40-44,6363,6298,493,273,22,24,551,488,6,3,441,359
42,41,Pennsylvania,Cumberland County,45-49,7336,7143,423,240,15,19,369,380,4,4,311,248
42,41,Pennsylvania,Cumberland County,50-54,7424,7557,361,189,24,16,280,290,4,2,209,198
42,41,Pennsylvania,Cumberland County,55-59,7904,8284,288,149,20,26,224,232,4,7,152,205
42,41,Pennsylvania,Cumberland County,60-64,7409,8081,172,190,12,20,190,245,2,2,138,144
42,41,Pennsylvania,Cumberland County,65-69,6533,7169,120,111,19,13,159,208,1,4,76,91
42,41,Pennsylvania,Cumberland County,70-74,5110,6034,66,75,8,3,115,172,3,1,45,57
42,41,Pennsylvania,Cumberland County,75-79,3508,4421,52,57,1,3,78,88,0,1,24,41
42,41,Pennsylvania,Cumberland County,80-84,2195,3263,14,31,1,7,33,70,0,0,20,20
42,41,Pennsylvania,Cumberland County,85,2215,4203,9,41,3,8,24,40,0,0,26,50
42,43,Pennsylvania,Dauphin County,0-4,5293,5013,2147,2100,69,56,509,500,17,21,1485,1546
42,43,Pennsylvania,Dauphin County,5-9,5235,4905,2265,2244,62,40,459,472,18,21,1583,1386
42,43,Pennsylvania,Dauphin County,10-14,5453,5380,2158,2141,50,32,420,422,9,10,1387,1309
42,43,Pennsylvania,Dauphin County,15-19,5397,4920,2046,1913,49,27,451,507,9,6,1229,1171
42,43,Pennsylvania,Dauphin County,20-24,5384,5226,1902,1925,38,35,508,520,8,8,1137,1064
42,43,Pennsylvania,Dauphin County,25-29,6665,6522,2087,2310,41,43,683,905,8,7,1058,1029
42,43,Pennsylvania,Dauphin County,30-34,6709,6477,1660,1866,42,55,636,550,9,10,1043,985
42,43,Pennsylvania,Dauphin County,35-39,6299,6390,1509,1766,33,32,467,551,15,10,1006,1044
42,43,Pennsylvania,Dauphin County,40-44,5553,5681,1321,1548,29,35,507,523,11,13,729,890
42,43,Pennsylvania,Dauphin County,45-49,6331,6399,1547,1606,33,29,506,494,7,2,645,713
42,43,Pennsylvania,Dauphin County,50-54,6623,7038,1462,1641,45,45,442,377,4,1,547,633
42,43,Pennsylvania,Dauphin County,55-59,7466,8073,1459,1733,27,31,327,333,2,4,419,504
42,43,Pennsylvania,Dauphin County,60-64,7324,8076,1360,1428,29,30,266,340,6,5,348,399
42,43,Pennsylvania,Dauphin County,65-69,6105,6766,953,1272,15,22,207,242,1,2,243,303
42,43,Pennsylvania,Dauphin County,70-74,4614,5355,657,922,17,14,109,157,2,1,191,245
42,43,Pennsylvania,Dauphin County,75-79,2890,3666,380,595,10,18,101,96,2,0,93,103
42,43,Pennsylvania,Dauphin County,80-84,1864,2773,220,399,6,7,38,71,0,0,34,81
42,43,Pennsylvania,Dauphin County,85,1810,3608,189,443,6,4,28,59,0,2,70,72
42,45,Pennsylvania,Delaware County,0-4,10139,9674,4807,4677,45,47,1140,988,13,12,1044,1066
42,45,Pennsylvania,Delaware County,5-9,10170,9913,5001,4934,50,46,1216,1109,12,7,1039,1068
42,45,Pennsylvania,Delaware County,10-14,10451,10011,5107,4828,36,44,1171,1135,11,5,963,961
42,45,Pennsylvania,Delaware County,15-19,12665,11992,5504,4980,42,53,1297,1193,11,12,1178,1034
42,45,Pennsylvania,Delaware County,20-24,12559,12422,4749,4896,34,48,1080,1134,8,8,999,945
42,45,Pennsylvania,Delaware County,25-29,11594,11015,5030,5743,47,52,1185,1309,16,7,911,822
42,45,Pennsylvania,Delaware County,30-34,12131,11879,4336,5221,58,38,1353,1490,5,22,1017,855
42,45,Pennsylvania,Delaware County,35-39,11777,11697,3893,4814,49,47,1444,1551,14,9,977,894
42,45,Pennsylvania,Delaware County,40-44,10585,10524,3534,4177,26,31,1311,1528,14,11,850,682
42,45,Pennsylvania,Delaware County,45-49,11767,11859,3332,4298,28,32,1306,1418,9,9,648,652
42,45,Pennsylvania,Delaware County,50-54,13283,13818,3282,4168,36,43,1110,1093,6,9,479,498
42,45,Pennsylvania,Delaware County,55-59,14954,15927,3067,4094,42,38,944,901,8,11,416,430
42,45,Pennsylvania,Delaware County,60-64,14523,15816,2649,3541,27,33,727,823,3,7,260,329
42,45,Pennsylvania,Delaware County,65-69,11371,12452,1721,2743,32,21,596,640,1,2,217,237
42,45,Pennsylvania,Delaware County,70-74,8269,9764,1069,1755,13,15,407,452,1,3,115,142
42,45,Pennsylvania,Delaware County,75-79,5437,7282,747,1187,9,13,311,308,2,0,65,122
42,45,Pennsylvania,Delaware County,80-84,3666,5630,436,796,4,11,169,222,0,0,55,81
42,45,Pennsylvania,Delaware County,85,4283,8625,399,1000,4,5,117,183,0,2,44,78
42,47,Pennsylvania,Elk County,0-4,750,715,6,5,4,0,3,2,1,0,15,6
42,47,Pennsylvania,Elk County,5-9,775,741,10,5,0,2,1,2,0,0,16,11
42,47,Pennsylvania,Elk County,10-14,848,757,8,6,2,1,3,6,0,0,15,10
42,47,Pennsylvania,Elk County,15-19,815,812,6,7,3,1,0,3,0,0,8,12
42,47,Pennsylvania,Elk County,20-24,803,741,5,3,7,1,2,1,0,0,17,14
42,47,Pennsylvania,Elk County,25-29,732,672,12,3,1,3,11,0,0,0,4,3
42,47,Pennsylvania,Elk County,30-34,803,673,3,2,0,1,4,8,1,0,14,9
42,47,Pennsylvania,Elk County,35-39,774,729,12,3,1,1,2,2,0,0,10,5
42,47,Pennsylvania,Elk County,40-44,696,789,7,2,1,3,3,0,0,1,3,8
42,47,Pennsylvania,Elk County,45-49,1052,989,6,6,2,1,4,8,0,0,12,8
42,47,Pennsylvania,Elk County,50-54,1172,1145,6,5,1,0,1,8,1,0,4,8
42,47,Pennsylvania,Elk County,55-59,1337,1217,5,1,7,4,5,6,0,0,8,11
42,47,Pennsylvania,Elk County,60-64,1274,1185,4,4,5,2,3,4,0,0,1,3
42,47,Pennsylvania,Elk County,65-69,1006,996,1,1,2,5,3,5,1,0,4,1
42,47,Pennsylvania,Elk County,70-74,731,783,1,0,1,0,5,4,1,0,3,1
42,47,Pennsylvania,Elk County,75-79,562,665,3,1,0,0,2,4,0,0,2,1
42,47,Pennsylvania,Elk County,80-84,386,504,1,0,0,1,0,2,0,0,0,2
42,47,Pennsylvania,Elk County,85,309,630,0,1,1,0,0,2,0,0,2,4
42,49,Pennsylvania,Erie County,0-4,6038,5857,1020,909,28,23,235,233,8,7,676,627
42,49,Pennsylvania,Erie County,5-9,6235,5996,1008,992,36,25,229,223,5,4,626,596
42,49,Pennsylvania,Erie County,10-14,6890,6569,984,862,30,21,180,154,9,7,645,611
42,49,Pennsylvania,Erie County,15-19,8103,7712,1044,893,37,26,209,202,8,11,666,634
42,49,Pennsylvania,Erie County,20-24,7480,7188,1089,876,28,25,238,210,5,11,566,563
42,49,Pennsylvania,Erie County,25-29,7900,7629,1123,910,28,26,205,212,4,1,531,415
42,49,Pennsylvania,Erie County,30-34,7376,7212,863,715,28,15,257,241,2,3,433,386
42,49,Pennsylvania,Erie County,35-39,7158,7019,618,567,17,22,222,193,8,11,403,416
42,49,Pennsylvania,Erie County,40-44,6332,6515,595,503,15,26,177,162,7,2,325,370
42,49,Pennsylvania,Erie County,45-49,7354,7479,590,505,33,26,133,174,5,1,253,262
42,49,Pennsylvania,Erie County,50-54,7799,7950,502,483,32,18,113,172,3,5,249,232
42,49,Pennsylvania,Erie County,55-59,8722,9057,548,479,35,27,87,91,3,2,212,181
42,49,Pennsylvania,Erie County,60-64,8898,9334,457,437,19,17,52,92,2,1,167,195
42,49,Pennsylvania,Erie County,65-69,7394,7890,308,419,13,20,50,82,0,2,97,141
42,49,Pennsylvania,Erie County,70-74,5254,5839,206,223,7,6,51,63,2,2,64,83
42,49,Pennsylvania,Erie County,75-79,3562,4462,121,136,7,4,16,26,4,1,53,40
42,49,Pennsylvania,Erie County,80-84,2265,3131,59,115,3,4,11,15,0,0,26,24
42,49,Pennsylvania,Erie County,85,2274,4424,63,121,4,10,4,10,0,1,34,38
42,51,Pennsylvania,Fayette County,0-4,2963,2886,187,189,4,5,17,18,12,8,83,74
42,51,Pennsylvania,Fayette County,5-9,2997,2886,154,190,10,7,21,17,8,3,74,65
42,51,Pennsylvania,Fayette County,10-14,3282,3051,187,165,10,8,7,16,5,4,54,68
42,51,Pennsylvania,Fayette County,15-19,3173,3079,175,185,10,8,13,25,60,23,63,67
42,51,Pennsylvania,Fayette County,20-24,3163,3036,381,183,5,9,15,11,37,71,90,48
42,51,Pennsylvania,Fayette County,25-29,3853,3428,484,188,15,8,19,19,35,4,143,45
42,51,Pennsylvania,Fayette County,30-34,3528,3206,364,123,12,2,30,24,4,1,114,34
42,51,Pennsylvania,Fayette County,35-39,3305,3370,277,118,10,9,9,10,3,2,92,43
42,51,Pennsylvania,Fayette County,40-44,3464,3510,284,114,6,9,13,18,5,2,65,36
42,51,Pennsylvania,Fayette County,45-49,4093,4115,255,135,11,11,17,19,6,33,53,31
42,51,Pennsylvania,Fayette County,50-54,4286,4334,204,123,14,11,18,26,7,40,33,26
42,51,Pennsylvania,Fayette County,55-59,4535,4828,193,161,7,5,7,23,22,0,26,14
42,51,Pennsylvania,Fayette County,60-64,4794,5074,191,157,10,6,4,16,2,2,17,23
42,51,Pennsylvania,Fayette County,65-69,4188,4361,152,132,12,8,17,17,0,2,16,21
42,51,Pennsylvania,Fayette County,70-74,2972,3430,81,100,5,3,11,12,1,0,11,19
42,51,Pennsylvania,Fayette County,75-79,2100,2616,54,75,3,2,10,8,1,0,9,6
42,51,Pennsylvania,Fayette County,80-84,1315,1935,36,54,1,2,3,10,0,0,4,10
42,51,Pennsylvania,Fayette County,85,1170,2409,25,125,3,2,2,3,0,0,7,8
42,53,Pennsylvania,Forest County,0-4,80,66,0,0,0,0,0,0,0,0,0,0
42,53,Pennsylvania,Forest County,5-9,72,70,0,0,0,0,1,0,0,0,2,3
42,53,Pennsylvania,Forest County,10-14,95,79,1,0,2,1,0,0,0,0,5,2
42,53,Pennsylvania,Forest County,15-19,186,100,151,0,0,0,1,0,0,0,38,6
42,53,Pennsylvania,Forest County,20-24,249,77,324,1,1,0,1,0,0,0,66,1
42,53,Pennsylvania,Forest County,25-29,292,76,337,3,11,0,3,0,0,0,96,4
42,53,Pennsylvania,Forest County,30-34,250,85,219,1,3,1,1,0,0,0,91,0
42,53,Pennsylvania,Forest County,35-39,211,88,150,1,0,2,1,0,0,0,54,3
42,53,Pennsylvania,Forest County,40-44,193,81,100,1,2,1,0,0,0,0,27,1
42,53,Pennsylvania,Forest County,45-49,225,132,100,2,2,0,0,1,0,0,27,2
42,53,Pennsylvania,Forest County,50-54,216,165,62,2,0,2,0,1,0,0,10,8
42,53,Pennsylvania,Forest County,55-59,250,208,36,0,0,4,1,0,0,0,3,4
42,53,Pennsylvania,Forest County,60-64,258,223,11,0,3,0,0,1,0,0,3,1
42,53,Pennsylvania,Forest County,65-69,236,211,8,0,0,2,0,1,0,0,8,3
42,53,Pennsylvania,Forest County,70-74,244,232,3,0,1,0,0,0,0,0,0,5
42,53,Pennsylvania,Forest County,75-79,168,170,1,0,1,0,0,0,0,0,1,0
42,53,Pennsylvania,Forest County,80-84,107,111,1,0,0,0,0,0,0,0,3,1
42,53,Pennsylvania,Forest County,85,78,60,1,0,0,2,0,0,0,1,0,3
42,55,Pennsylvania,Franklin County,0-4,4105,4099,209,226,32,39,49,49,5,9,523,667
42,55,Pennsylvania,Franklin County,5-9,4223,3898,250,281,30,20,47,63,7,2,570,495
42,55,Pennsylvania,Franklin County,10-14,4445,4190,266,234,13,6,51,62,5,3,476,458
42,55,Pennsylvania,Franklin County,15-19,4240,4028,400,282,13,9,92,78,8,3,476,399
42,55,Pennsylvania,Franklin County,20-24,3624,3737,246,194,14,13,40,49,6,1,339,358
42,55,Pennsylvania,Franklin County,25-29,4408,4336,295,206,24,13,40,65,2,4,455,304
42,55,Pennsylvania,Franklin County,30-34,4156,4129,242,179,16,18,79,90,4,4,404,280
42,55,Pennsylvania,Franklin County,35-39,4071,4201,240,186,22,14,92,77,4,6,361,351
42,55,Pennsylvania,Franklin County,40-44,4086,4151,183,163,12,19,51,107,5,2,339,282
42,55,Pennsylvania,Franklin County,45-49,4793,4752,221,153,20,8,56,75,1,3,225,186
42,55,Pennsylvania,Franklin County,50-54,4921,4898,228,172,17,23,38,46,1,3,184,150
42,55,Pennsylvania,Franklin County,55-59,4976,5231,210,151,14,8,32,50,1,3,121,137
42,55,Pennsylvania,Franklin County,60-64,4833,5079,144,133,12,11,28,66,0,1,100,88
42,55,Pennsylvania,Franklin County,65-69,3956,4650,133,88,17,10,25,46,1,1,71,72
42,55,Pennsylvania,Franklin County,70-74,3542,3973,94,68,9,2,20,46,2,0,35,83
42,55,Pennsylvania,Franklin County,75-79,2445,2939,42,60,7,7,14,15,0,0,26,33
42,55,Pennsylvania,Franklin County,80-84,1669,2127,40,29,2,4,5,16,0,0,22,24
42,55,Pennsylvania,Franklin County,85,1444,2681,17,32,3,4,4,6,0,0,16,23
42,57,Pennsylvania,Fulton County,0-4,379,321,4,9,4,1,1,0,0,0,21,7
42,57,Pennsylvania,Fulton County,5-9,375,352,3,2,1,2,2,1,0,0,14,11
42,57,Pennsylvania,Fulton County,10-14,441,385,1,12,0,2,2,0,0,0,13,17
42,57,Pennsylvania,Fulton County,15-19,398,394,2,27,1,0,0,1,0,0,5,8
42,57,Pennsylvania,Fulton County,20-24,403,344,11,2,0,0,0,0,0,0,5,6
42,57,Pennsylvania,Fulton County,25-29,393,358,4,6,1,1,0,4,0,0,2,4
42,57,Pennsylvania,Fulton County,30-34,338,380,5,4,2,2,2,1,0,0,4,7
42,57,Pennsylvania,Fulton County,35-39,390,363,6,1,1,0,1,1,0,0,2,2
42,57,Pennsylvania,Fulton County,40-44,439,412,5,6,1,1,1,1,0,0,7,10
42,57,Pennsylvania,Fulton County,45-49,507,474,6,0,2,1,0,1,0,0,8,2
42,57,Pennsylvania,Fulton County,50-54,559,507,7,7,0,0,0,1,0,0,3,1
42,57,Pennsylvania,Fulton County,55-59,543,506,8,5,5,5,1,0,0,0,2,2
42,57,Pennsylvania,Fulton County,60-64,523,524,5,8,3,0,2,1,0,0,5,0
42,57,Pennsylvania,Fulton County,65-69,434,464,4,0,1,1,1,2,0,1,2,1
42,57,Pennsylvania,Fulton County,70-74,411,429,2,4,3,1,0,2,0,0,3,2
42,57,Pennsylvania,Fulton County,75-79,303,337,1,2,1,0,0,0,0,0,4,1
42,57,Pennsylvania,Fulton County,80-84,173,224,2,1,1,0,0,0,0,0,0,1
42,57,Pennsylvania,Fulton County,85,133,160,2,3,0,0,0,1,0,0,0,1
42,59,Pennsylvania,Greene County,0-4,939,873,6,13,2,4,2,3,0,0,31,20
42,59,Pennsylvania,Greene County,5-9,928,920,7,13,6,3,1,2,0,0,12,20
42,59,Pennsylvania,Greene County,10-14,1028,918,6,8,2,2,5,3,0,1,14,10
42,59,Pennsylvania,Greene County,15-19,1096,1095,16,19,3,4,6,8,0,2,18,21
42,59,Pennsylvania,Greene County,20-24,1137,1039,108,14,6,1,13,6,0,0,36,9
42,59,Pennsylvania,Greene County,25-29,1182,971,186,7,3,2,6,5,1,0,60,8
42,59,Pennsylvania,Greene County,30-34,994,864,195,15,2,1,10,1,0,0,63,21
42,59,Pennsylvania,Greene County,35-39,962,939,147,5,3,2,4,7,0,0,38,11
42,59,Pennsylvania,Greene County,40-44,1094,998,141,2,2,5,3,3,3,0,32,10
42,59,Pennsylvania,Greene County,45-49,1200,1151,124,11,4,2,5,2,0,0,24,10
42,59,Pennsylvania,Greene County,50-54,1200,1097,75,5,4,2,3,3,0,0,15,12
42,59,Pennsylvania,Greene County,55-59,1281,1253,45,9,2,5,4,4,0,0,22,9
42,59,Pennsylvania,Greene County,60-64,1256,1360,34,11,2,3,4,2,0,0,14,7
42,59,Pennsylvania,Greene County,65-69,1183,1173,19,1,2,2,2,4,0,1,3,1
42,59,Pennsylvania,Greene County,70-74,818,897,3,6,2,4,3,2,0,0,1,2
42,59,Pennsylvania,Greene County,75-79,525,610,3,1,0,1,1,0,0,0,3,0
42,59,Pennsylvania,Greene County,80-84,312,430,0,1,1,1,0,0,0,0,2,3
42,59,Pennsylvania,Greene County,85,282,548,1,2,1,1,0,2,0,0,5,7
42,61,Pennsylvania,Huntingdon County,0-4,908,920,20,16,5,2,2,34,1,0,22,22
42,61,Pennsylvania,Huntingdon County,5-9,1067,998,27,16,6,1,3,6,0,0,37,20
42,61,Pennsylvania,Huntingdon County,10-14,1148,1155,15,13,1,4,7,8,1,1,27,28
42,61,Pennsylvania,Huntingdon County,15-19,1350,1371,40,28,2,1,17,19,0,0,31,39
42,61,Pennsylvania,Huntingdon County,20-24,1324,1270,203,15,2,2,38,21,0,0,49,34
42,61,Pennsylvania,Huntingdon County,25-29,1296,1005,401,23,4,1,15,6,1,3,87,15
42,61,Pennsylvania,Huntingdon County,30-34,1273,1057,442,14,2,2,13,8,0,0,119,20
42,61,Pennsylvania,Huntingdon County,35-39,1181,1062,327,11,6,1,8,9,0,1,85,18
42,61,Pennsylvania,Huntingdon County,40-44,1244,1067,263,10,2,1,7,7,2,0,52,13
42,61,Pennsylvania,Huntingdon County,45-49,1439,1219,246,2,9,1,3,4,0,0,46,4
42,61,Pennsylvania,Huntingdon County,50-54,1497,1398,150,14,2,2,2,8,0,0,23,10
42,61,Pennsylvania,Huntingdon County,55-59,1621,1481,105,14,1,3,4,5,0,0,27,9
42,61,Pennsylvania,Huntingdon County,60-64,1519,1563,46,27,4,2,3,6,0,0,22,6
42,61,Pennsylvania,Huntingdon County,65-69,1364,1394,24,10,1,2,12,30,0,0,4,14
