"Date","Price","Open","High","Low","Change %"
"Mar 04, 2020","0.7769","0.7805","0.7831","0.7768","-0.46%"
"Mar 03, 2020","0.7805","0.7842","0.7850","0.7786","-0.47%"
"Mar 02, 2020","0.7842","0.7813","0.7851","0.7782","0.54%"
"Feb 28, 2020","0.7800","0.7761","0.7857","0.7740","0.50%"
"Feb 27, 2020","0.7761","0.7745","0.7776","0.7724","0.15%"
"Feb 26, 2020","0.7749","0.7689","0.7755","0.7684","0.78%"
"Feb 25, 2020","0.7689","0.7730","0.7744","0.7681","-0.57%"
"Feb 24, 2020","0.7733","0.7715","0.7761","0.7710","0.30%"
"Feb 21, 2020","0.7710","0.7762","0.7765","0.7703","-0.68%"
"Feb 20, 2020","0.7763","0.7740","0.7783","0.7734","0.30%"
"Feb 19, 2020","0.7740","0.7693","0.7749","0.7679","0.62%"
"Feb 18, 2020","0.7692","0.7688","0.7710","0.7662","0.05%"
"Feb 17, 2020","0.7688","0.7671","0.7693","0.7661","0.31%"
"Feb 14, 2020","0.7664","0.7663","0.7692","0.7654","-0.01%"
"Feb 13, 2020","0.7665","0.7715","0.7726","0.7651","-0.65%"
"Feb 12, 2020","0.7715","0.7721","0.7722","0.7696","-0.06%"
"Feb 11, 2020","0.7720","0.7743","0.7755","0.7711","-0.30%"
"Feb 10, 2020","0.7743","0.7754","0.7769","0.7724","-0.17%"
"Feb 07, 2020","0.7756","0.7733","0.7763","0.7715","0.28%"
"Feb 06, 2020","0.7734","0.7693","0.7740","0.7689","0.56%"
"Feb 05, 2020","0.7691","0.7674","0.7718","0.7650","0.22%"
"Feb 04, 2020","0.7674","0.7694","0.7728","0.7664","-0.27%"
"Feb 03, 2020","0.7695","0.7566","0.7703","0.7566","1.58%"
"Jan 31, 2020","0.7575","0.7633","0.7643","0.7570","-0.80%"
"Jan 30, 2020","0.7636","0.7680","0.7706","0.7627","-0.57%"
"Jan 29, 2020","0.7680","0.7675","0.7699","0.7673","0.07%"
"Jan 28, 2020","0.7675","0.7659","0.7708","0.7652","0.20%"
"Jan 27, 2020","0.7660","0.7648","0.7669","0.7631","0.17%"
"Jan 24, 2020","0.7647","0.7621","0.7659","0.7590","0.35%"
"Jan 23, 2020","0.7620","0.7608","0.7636","0.7603","0.14%"
"Jan 22, 2020","0.7609","0.7661","0.7672","0.7603","-0.69%"
"Jan 21, 2020","0.7662","0.7683","0.7695","0.7641","-0.31%"
"Jan 20, 2020","0.7686","0.7692","0.7715","0.7684","-0.01%"
"Jan 17, 2020","0.7687","0.7647","0.7690","0.7622","0.54%"
"Jan 16, 2020","0.7646","0.7670","0.7679","0.7644","-0.31%"
"Jan 15, 2020","0.7670","0.7680","0.7700","0.7667","-0.14%"
"Jan 14, 2020","0.7681","0.7699","0.7721","0.7672","-0.25%"
"Jan 13, 2020","0.7700","0.7660","0.7716","0.7654","0.56%"
"Jan 10, 2020","0.7657","0.7653","0.7669","0.7635","0.05%"
"Jan 09, 2020","0.7653","0.7634","0.7685","0.7619","0.26%"
"Jan 08, 2020","0.7633","0.7621","0.7645","0.7592","0.18%"
"Jan 07, 2020","0.7619","0.7594","0.7637","0.7568","0.33%"
"Jan 06, 2020","0.7594","0.7648","0.7655","0.7590","-0.62%"
"Jan 03, 2020","0.7641","0.7612","0.7661","0.7597","0.45%"
"Jan 02, 2020","0.7607","0.7545","0.7625","0.7537","0.84%"
"Jan 01, 2020","0.7544","0.7540","0.7553","0.7532","0.11%"
